Sample_ID	Genotype	Compartment	Field	Management	Plot	Position	Location	Stage	Run	Compartment_Stage	Compartment_Genotype	Compartment_Stage_Management	Compartment_Stage_Management_Plot	Compartment_Stage_Management_Genotype	Compartment_Stage_Management_Plot_Genotype
BK_498H2	Soil	Bulksoil	DOK	BIODYN	90	NA	B1	Vegetative	bourceret_2018_006	Bulksoil_Vegetative	Bulksoil_Soil	Bulksoil_Vegetative_BIODYN	Bulksoil_Vegetative_BIODYN_90	Bulksoil_Vegetative_BIODYN_Soil	Bulksoil_Vegetative_BIODYN_90_Soil
BK_499H2	Soil	Bulksoil	DEMO	NK	19	NA	A2	Vegetative	bourceret_2018_006	Bulksoil_Vegetative	Bulksoil_Soil	Bulksoil_Vegetative_NK	Bulksoil_Vegetative_NK_19	Bulksoil_Vegetative_NK_Soil	Bulksoil_Vegetative_NK_19_Soil
BK_500H2	Soil	Bulksoil	DEMO	NK	19	NA	A2	Vegetative	bourceret_2018_006	Bulksoil_Vegetative	Bulksoil_Soil	Bulksoil_Vegetative_NK	Bulksoil_Vegetative_NK_19	Bulksoil_Vegetative_NK_Soil	Bulksoil_Vegetative_NK_19_Soil
BK_501H2	Soil	Bulksoil	DEMO	NK	19	NA	A2	Vegetative	bourceret_2018_006	Bulksoil_Vegetative	Bulksoil_Soil	Bulksoil_Vegetative_NK	Bulksoil_Vegetative_NK_19	Bulksoil_Vegetative_NK_Soil	Bulksoil_Vegetative_NK_19_Soil
BK_502H2	Soil	Bulksoil	DEMO	NPK	23	NA	A1	Vegetative	bourceret_2018_006	Bulksoil_Vegetative	Bulksoil_Soil	Bulksoil_Vegetative_NPK	Bulksoil_Vegetative_NPK_23	Bulksoil_Vegetative_NPK_Soil	Bulksoil_Vegetative_NPK_23_Soil
BK_503H2	Soil	Bulksoil	DEMO	NPK	23	NA	A1	Vegetative	bourceret_2018_006	Bulksoil_Vegetative	Bulksoil_Soil	Bulksoil_Vegetative_NPK	Bulksoil_Vegetative_NPK_23	Bulksoil_Vegetative_NPK_Soil	Bulksoil_Vegetative_NPK_23_Soil
BK_504H2	Soil	Bulksoil	DEMO	NPK	23	NA	A1	Vegetative	bourceret_2018_006	Bulksoil_Vegetative	Bulksoil_Soil	Bulksoil_Vegetative_NPK	Bulksoil_Vegetative_NPK_23	Bulksoil_Vegetative_NPK_Soil	Bulksoil_Vegetative_NPK_23_Soil
241H_RT	1_B73	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_1_B73	Root_Reproductive_NK_19_1_B73
242H_RT	1_B73	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_1_B73	Root_Reproductive_NK_19_1_B73
243H_RT	1_B73	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_1_B73	Root_Reproductive_NK_19_1_B73
247H_RT	2_DK105	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_2_DK105	Root_Reproductive_NK_19_2_DK105
248H_RT	2_DK105	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_2_DK105	Root_Reproductive_NK_19_2_DK105
249H_RT	2_DK105	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_2_DK105	Root_Reproductive_NK_19_2_DK105
253H_RT	3_PH207	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_3_PH207	Root_Reproductive_NK_19_3_PH207
254H_RT	3_PH207	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_3_PH207	Root_Reproductive_NK_19_3_PH207
255H_RT	3_PH207	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_3_PH207	Root_Reproductive_NK_19_3_PH207
259H_RT	4_F2	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_4_F2	Root_Reproductive_NK_19_4_F2
260H_RT	4_F2	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_4_F2	Root_Reproductive_NK_19_4_F2
261H_RT	4_F2	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_4_F2	Root_Reproductive_NK_19_4_F2
241H_RH	1_B73	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_1_B73	Rhizosphere_Reproductive_NK_19_1_B73
242H_RH	1_B73	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_1_B73	Rhizosphere_Reproductive_NK_19_1_B73
243H_RH	1_B73	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_1_B73	Rhizosphere_Reproductive_NK_19_1_B73
247H_RH	2_DK105	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_2_DK105	Rhizosphere_Reproductive_NK_19_2_DK105
248H_RH	2_DK105	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_2_DK105	Rhizosphere_Reproductive_NK_19_2_DK105
249H_RH	2_DK105	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_2_DK105	Rhizosphere_Reproductive_NK_19_2_DK105
253H_RH	3_PH207	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_3_PH207	Rhizosphere_Reproductive_NK_19_3_PH207
254H_RH	3_PH207	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_3_PH207	Rhizosphere_Reproductive_NK_19_3_PH207
255H_RH	3_PH207	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_3_PH207	Rhizosphere_Reproductive_NK_19_3_PH207
259H_RH	4_F2	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_4_F2	Rhizosphere_Reproductive_NK_19_4_F2
260H_RH	4_F2	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_4_F2	Rhizosphere_Reproductive_NK_19_4_F2
261H_RH	4_F2	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_4_F2	Rhizosphere_Reproductive_NK_19_4_F2
265H_RT	5_pht1;6	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_5_pht1;6	Root_Reproductive_NK_19_5_pht1;6
266H_RT	5_pht1;6	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_5_pht1;6	Root_Reproductive_NK_19_5_pht1;6
267H_RT	5_pht1;6	Root	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_NK	Root_Reproductive_NK_19	Root_Reproductive_NK_5_pht1;6	Root_Reproductive_NK_19_5_pht1;6
271H_RT	1_B73	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_1_B73	Root_Reproductive_NPK_23_1_B73
272H_RT	1_B73	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_1_B73	Root_Reproductive_NPK_23_1_B73
273H_RT	1_B73	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_1_B73	Root_Reproductive_NPK_23_1_B73
277H_RT	2_DK105	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_2_DK105	Root_Reproductive_NPK_23_2_DK105
278H_RT	2_DK105	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_2_DK105	Root_Reproductive_NPK_23_2_DK105
279H_RT	2_DK105	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_2_DK105	Root_Reproductive_NPK_23_2_DK105
283H_RT	3_PH207	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_3_PH207	Root_Reproductive_NPK_23_3_PH207
284H_RT	3_PH207	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_3_PH207	Root_Reproductive_NPK_23_3_PH207
285H_RT	3_PH207	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_3_PH207	Root_Reproductive_NPK_23_3_PH207
265H_RH	5_pht1;6	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_5_pht1;6	Rhizosphere_Reproductive_NK_19_5_pht1;6
266H_RH	5_pht1;6	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_5_pht1;6	Rhizosphere_Reproductive_NK_19_5_pht1;6
267H_RH	5_pht1;6	Rhizosphere	DEMO	NK	19	NA	A2	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NK	Rhizosphere_Reproductive_NK_19	Rhizosphere_Reproductive_NK_5_pht1;6	Rhizosphere_Reproductive_NK_19_5_pht1;6
271H_RH	1_B73	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_1_B73	Rhizosphere_Reproductive_NPK_23_1_B73
272H_RH	1_B73	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_1_B73	Rhizosphere_Reproductive_NPK_23_1_B73
273H_RH	1_B73	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_1_B73	Rhizosphere_Reproductive_NPK_23_1_B73
277H_RH	2_DK105	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_2_DK105	Rhizosphere_Reproductive_NPK_23_2_DK105
278H_RH	2_DK105	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_2_DK105	Rhizosphere_Reproductive_NPK_23_2_DK105
279H_RH	2_DK105	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_2_DK105	Rhizosphere_Reproductive_NPK_23_2_DK105
283H_RH	3_PH207	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_3_PH207	Rhizosphere_Reproductive_NPK_23_3_PH207
284H_RH	3_PH207	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_3_PH207	Rhizosphere_Reproductive_NPK_23_3_PH207
285H_RH	3_PH207	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_3_PH207	Rhizosphere_Reproductive_NPK_23_3_PH207
289H_RT	4_F2	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_4_F2	Root_Reproductive_NPK_23_4_F2
290H_RT	4_F2	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_4_F2	Root_Reproductive_NPK_23_4_F2
291H_RT	4_F2	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_4_F2	Root_Reproductive_NPK_23_4_F2
295H_RT	5_pht1;6	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_5_pht1;6	Root_Reproductive_NPK_23_5_pht1;6
296H_RT	5_pht1;6	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_5_pht1;6	Root_Reproductive_NPK_23_5_pht1;6
297H_RT	5_pht1;6	Root	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_NPK	Root_Reproductive_NPK_23	Root_Reproductive_NPK_5_pht1;6	Root_Reproductive_NPK_23_5_pht1;6
301H_RT	1_B73	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_6_1_B73
302H_RT	1_B73	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_6_1_B73
303H_RT	1_B73	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_6_1_B73
307H_RT	2_DK105	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_6_2_DK105
308H_RT	2_DK105	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_6_2_DK105
309H_RT	2_DK105	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_2_DK105	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_2_DK105	Root_Reproductive_CONMIN_6_2_DK105
289H_RH	4_F2	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_4_F2	Rhizosphere_Reproductive_NPK_23_4_F2
290H_RH	4_F2	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_4_F2	Rhizosphere_Reproductive_NPK_23_4_F2
291H_RH	4_F2	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_4_F2	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_4_F2	Rhizosphere_Reproductive_NPK_23_4_F2
295H_RH	5_pht1;6	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_5_pht1;6	Rhizosphere_Reproductive_NPK_23_5_pht1;6
296H_RH	5_pht1;6	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_5_pht1;6	Rhizosphere_Reproductive_NPK_23_5_pht1;6
297H_RH	5_pht1;6	Rhizosphere	DEMO	NPK	23	NA	A1	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_5_pht1;6	Rhizosphere_Reproductive_NPK	Rhizosphere_Reproductive_NPK_23	Rhizosphere_Reproductive_NPK_5_pht1;6	Rhizosphere_Reproductive_NPK_23_5_pht1;6
301H_RH	1_B73	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_6_1_B73
302H_RH	1_B73	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_6_1_B73
303H_RH	1_B73	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_1_B73	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_1_B73	Rhizosphere_Reproductive_CONMIN_6_1_B73
307H_RH	2_DK105	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_6_2_DK105
308H_RH	2_DK105	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_6_2_DK105
309H_RH	2_DK105	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_2_DK105	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_2_DK105	Rhizosphere_Reproductive_CONMIN_6_2_DK105
313H_RT	3_PH207	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_6_3_PH207
314H_RT	3_PH207	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_6_3_PH207
315H_RT	3_PH207	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_3_PH207	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_3_PH207	Root_Reproductive_CONMIN_6_3_PH207
319H_RT	4_F2	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_6_4_F2
320H_RT	4_F2	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_6_4_F2
321H_RT	4_F2	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_4_F2	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_4_F2	Root_Reproductive_CONMIN_6_4_F2
325H_RT	5_pht1;6	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_6_5_pht1;6
326H_RT	5_pht1;6	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_6_5_pht1;6
327H_RT	5_pht1;6	Root	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Root_Reproductive	Root_5_pht1;6	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_6	Root_Reproductive_CONMIN_5_pht1;6	Root_Reproductive_CONMIN_6_5_pht1;6
331H_RT	1_B73	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_56_1_B73
332H_RT	1_B73	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_56_1_B73
333H_RT	1_B73	Root	DOK	CONMIN	56	NA	B2	Reproductive	bourceret_2019_001	Root_Reproductive	Root_1_B73	Root_Reproductive_CONMIN	Root_Reproductive_CONMIN_56	Root_Reproductive_CONMIN_1_B73	Root_Reproductive_CONMIN_56_1_B73
313H_RH	3_PH207	Rhizosphere	DOK	CONMIN	6	NA	B4	Reproductive	bourceret_2019_001	Rhizosphere_Reproductive	Rhizosphere_3_PH207	Rhizosphere_Reproductive_CONMIN	Rhizosphere_Reproductive_CONMIN_6	Rhizosphere_Reproductive_CONMIN_3_PH207	Rhizosphere_Reproductive_CONMIN_6_3_PH207
